MeanTemperatureC,MeanDewPointC,MeanHumidity,MeanSeaLevelPressurehPa,MeanVisibilityKm,MeanWindSpeedKmh,MaxGustSpeedKmh,Precipitationmm,CloudCover,Events
26,7,35,1016,9,14,37,0.0,2,0
26,11,39,1018,10,10,34,0.0,1,0
27,8,31,1017,10,10,48,0.0,1,0
28,8,29,1015,10,10,37,0.0,1,0
27,8,30,1014,10,13,42,0.0,1,0
27,9,33,1010,10,10,50,0.0,1,1
23,12,48,1014,10,18,63,0.0,2,1
23,10,44,1020,10,6,39,0.0,1,1
26,8,32,1019,10,6,40,0.0,4,0
27,8,31,1015,10,10,60,0.0,1,1
24,9,33,1012,10,13,52,0.0,2,0
27,12,41,1012,10,16,52,0.0,1,1
27,6,29,1017,8,8,45,0.0,4,0
26,4,29,1022,10,13,39,0.0,1,0
26,8,34,1021,10,8,35,0.0,1,0
29,13,40,1018,10,11,48,0.0,1,0
28,11,36,1015,10,8,82,0.0,2,1
26,14,57,1014,10,18,32,0.0,1,1
27,11,42,1013,10,10,52,0.0,1,1
27,8,33,1016,10,6,42,0.0,3,1
28,9,34,1017,9,6,48,0.0,5,0
27,8,32,1014,9,10,52,0.0,2,1
27,11,40,1013,10,10,42,0.0,1,0
28,11,36,1018,10,10,61,0.0,1,1
31,9,30,1020,10,10,47,0.0,1,1
29,11,35,1018,10,10,52,0.0,3,1
24,13,52,1017,10,11,52,0.0,2,1
23,11,44,1016,10,8,47,0.0,1,0
24,8,36,1016,10,10,48,0.0,3,0
23,7,34,1014,10,11,58,0.0,3,0
22,6,36,1014,10,19,71,0.0,1,1
19,0,30,1020,10,6,35,0.0,6,1
23,2,28,1019,8,10,50,0.0,1,0
23,2,26,1016,10,10,47,0.0,1,1
22,-1,22,1014,10,8,45,0.0,4,1
23,10,45,1011,10,11,58,0.0,2,0
23,12,51,1012,10,8,42,0.0,2,0
21,9,48,1014,10,11,34,0.0,2,1
19,12,68,1014,10,6,76,0.0,3,0
20,11,58,1016,10,10,61,0.0,1,1
21,7,42,1022,10,6,35,0.0,3,0
22,7,39,1026,10,6,39,0.0,5,0
23,4,32,1024,13,6,45,0.0,1,1
24,1,24,1019,12,6,45,0.0,1,0
24,2,25,1015,13,6,40,0.0,6,0
24,4,28,1014,10,8,50,0.0,1,0
21,7,39,1019,10,8,48,0.0,2,0
23,5,36,1020,31,6,50,0.0,5,0
24,6,33,1017,10,6,27,0.0,6,0
26,8,36,1016,10,8,29,0.0,1,0
24,7,36,1016,10,10,34,0.0,3,1
24,8,37,1017,10,8,50,0.0,1,0
23,9,40,1016,10,8,52,0.0,1,1
21,4,34,1015,10,11,32,0.0,1,0
17,2,39,1022,17,8,27,0.0,6,1
20,2,34,1021,10,6,27,0.0,1,0
21,4,34,1020,10,6,34,0.0,1,0
21,6,38,1019,10,6,34,0.0,1,1
22,7,39,1016,10,8,48,0.0,2,0
20,4,37,1015,10,10,35,0.0,1,0
23,2,23,1020,9,6,64,0.0,2,0
20,3,38,1022,10,6,26,0.0,1,0
21,6,38,1025,10,6,24,0.0,1,0
19,4,38,1025,10,5,64,0.0,4,1
19,5,40,1023,10,6,34,0.0,2,0
20,8,46,1023,10,8,52,0.0,1,1
19,8,51,1023,10,8,48,0.0,1,1
18,8,53,1026,10,8,26,0.0,1,1
19,3,39,1026,31,6,27,0.0,2,0
20,-1,27,1026,31,6,35,0.0,2,1
20,0,29,1024,10,5,27,0.0,4,1
21,2,33,1023,10,5,37,0.0,1,0
18,6,46,1023,31,11,35,0.0,3,0
16,3,46,1025,10,11,61,0.0,1,0
17,4,47,1025,10,10,42,0.0,4,0
19,4,42,1027,8,5,26,0.0,6,1
20,1,36,1026,9,5,52,0.0,1,1
21,1,32,1024,10,6,37,0.0,2,0
21,-1,28,1021,10,6,61,0.0,0,0
19,-3,25,1020,10,5,29,0.0,4,0
17,3,38,1022,10,5,23,0.0,1,1
18,6,52,1023,28,5,35,0.0,4,1
16,6,52,1023,10,6,42,0.0,5,0
16,4,54,1021,7,5,40,0.0,6,1
16,3,48,1020,10,6,26,0.0,1,1
14,1,46,1023,15,14,37,0.0,1,0
11,2,53,1020,10,8,45,0.0,2,0
14,4,55,1017,10,5,21,0.0,3,1
14,8,68,1013,10,10,64,0.0,3,0
14,10,78,1002,10,18,47,0.0,4,0
11,4,64,1008,10,16,63,0.0,2,1
11,7,73,1012,10,11,63,0.0,4,0
12,11,90,1007,9,19,55,0.0,4,1
13,8,74,1019,10,8,24,0.0,2,0
13,8,73,1023,10,8,50,0.0,1,0
14,9,74,1023,10,6,29,0.0,1,1
14,10,75,1019,10,6,55,0.0,2,0
16,11,78,1016,10,6,55,0.0,3,0
14,11,79,1010,10,10,53,0.0,3,0
12,10,85,1002,9,21,71,0.0,4,0
11,9,92,998,9,6,52,0.0,5,0
10,6,77,1006,10,6,34,0.0,3,0
11,4,62,1015,10,16,39,0.0,3,0
11,8,82,1016,10,5,53,0.0,6,0
10,6,76,1017,6,5,40,0.0,2,1
9,7,83,1020,10,3,34,0.0,4,0
13,11,89,1018,6,5,26,0.0,5,1
15,11,83,1017,8,3,45,0.0,3,1
14,9,74,1021,10,8,34,0.0,1,0
13,9,74,1022,10,8,39,0.0,3,1
12,9,82,1016,10,10,48,0.0,4,0
9,7,90,1014,9,5,39,0.0,4,1
9,7,86,1019,9,5,50,0.0,4,0
9,7,85,1023,8,3,60,0.0,4,0
10,8,86,1019,10,6,64,0.0,5,0
12,8,83,1012,10,11,42,0.0,3,0
11,11,94,1011,9,6,26,0.0,5,0
13,9,83,1012,10,6,23,0.0,3,0
11,9,90,1014,10,3,72,0.0,5,0
13,8,73,1023,10,10,32,0.0,5,0
10,6,78,1027,10,8,42,0.0,2,1
9,4,76,1030,10,5,42,0.0,3,0
9,3,75,1030,9,6,55,0.0,3,0
7,3,80,1026,6,5,52,0.0,5,0
7,3,83,1024,10,3,42,0.0,3,1
7,3,86,1025,7,5,39,0.0,4,0
7,3,85,1028,7,5,50,0.0,6,0
7,4,85,1026,7,6,21,0.0,2,0
8,3,73,1019,10,11,29,0.0,3,0
6,2,80,1025,10,5,50,0.0,1,0
4,2,85,1024,8,3,42,0.0,6,1
7,3,84,1023,7,3,45,0.0,3,1
9,5,76,1025,10,8,27,0.0,1,1
6,3,93,1030,4,3,32,0.0,4,1
7,3,88,1029,5,3,26,0.0,1,1
5,3,91,1023,5,5,42,0.0,3,1
4,4,99,1020,2,3,55,0.0,6,1
6,4,89,1019,7,5,39,0.0,5,0
7,6,91,1024,9,6,50,0.0,5,0
8,6,85,1023,10,14,52,0.0,4,1
11,7,79,1021,10,16,53,0.0,4,1
9,2,66,1028,10,14,53,0.0,1,0
9,6,80,1021,10,23,80,0.0,3,0
6,-1,63,1022,10,8,29,0.0,2,0
3,-2,69,1023,10,10,55,0.0,1,0
3,-2,73,1027,10,5,32,0.0,2,1
3,-1,78,1029,7,5,40,0.0,1,1
8,3,78,1029,6,5,53,0.0,5,1
7,2,82,1029,8,3,48,0.0,5,0
6,0,79,1027,7,5,23,0.0,2,1
7,-1,62,1031,10,10,39,0.0,1,1
6,-3,63,1032,10,6,37,0.0,4,1
3,-2,72,1033,10,5,48,0.0,3,1
4,-1,78,1033,10,5,53,0.0,3,1
4,-2,73,1033,10,5,42,0.0,1,1
4,-2,65,1033,10,10,42,0.0,1,1
3,-3,70,1033,10,5,27,0.0,4,0
6,-1,71,1031,10,3,21,0.0,4,0
4,1,78,1027,10,6,45,0.0,4,1
8,3,71,1028,10,16,50,0.0,3,0
4,0,78,1033,8,5,23,0.0,5,1
4,0,80,1034,9,5,52,0.0,4,0
6,2,84,1032,7,3,34,0.0,3,1
8,3,78,1029,5,8,61,0.0,4,1
7,2,77,1030,10,3,48,0.0,5,0
7,-3,65,1028,10,8,21,0.0,2,1
6,-3,65,1027,8,6,50,0.0,4,0
3,-2,70,1030,17,5,37,0.0,4,0
4,-2,70,1030,9,5,21,0.0,5,0
3,-2,75,1030,10,5,63,0.0,5,1
4,1,80,1026,9,3,55,0.0,1,0
3,0,87,1021,6,5,39,0.0,3,0
0,0,94,1018,4,2,34,0.0,5,1
3,3,90,1013,8,8,40,0.0,5,0
6,0,72,1026,10,8,63,0.0,1,0
4,-1,78,1033,10,5,55,0.0,4,1
7,2,81,1036,10,5,47,0.0,4,0
8,3,80,1033,7,6,50,0.0,1,1
8,3,73,1030,10,6,24,0.0,1,0
7,2,78,1024,10,5,47,0.0,5,1
7,1,74,1020,10,6,52,0.0,5,0
8,-1,67,1023,9,10,98,0.0,1,0
6,0,74,1020,10,5,24,0.0,5,0
3,1,85,1017,8,5,24,0.0,2,0
6,2,79,1019,9,8,40,0.0,4,0
6,-2,63,1025,10,13,45,0.0,2,0
6,-5,49,1024,10,23,60,0.0,1,1
3,-5,58,1023,10,8,34,0.0,2,0
4,-3,66,1021,10,5,34,0.0,0,0
3,-1,74,1014,9,5,26,0.0,2,0
2,-8,53,1013,10,24,69,0.0,1,0
1,-12,42,1023,10,27,61,0.0,1,1
1,-9,48,1030,10,26,71,0.0,2,0
4,-3,58,1028,10,19,66,0.0,2,1
9,-1,54,1027,10,21,53,0.0,3,0
4,-1,62,1024,10,14,53,0.0,4,0
1,-9,49,1023,10,23,63,0.0,2,1
2,-7,61,1026,9,6,34,0.0,1,0
2,-7,60,1022,6,8,39,0.0,3,1
0,-12,46,1021,10,8,40,0.0,2,1
-1,-12,45,1022,9,16,50,0.0,3,0
2,-7,51,1026,10,19,61,0.0,1,0
4,-3,62,1021,10,10,40,0.0,4,1
3,-3,61,1025,10,11,32,0.0,1,1
4,-3,59,1023,10,13,47,0.0,4,0
6,-4,58,1023,10,8,47,0.0,2,1
4,-4,56,1022,10,6,29,0.0,1,0
4,-3,60,1022,10,8,29,0.0,2,1
4,-9,42,1026,10,10,52,0.0,5,1
3,-12,39,1026,10,5,39,0.0,6,1
4,-13,35,1027,8,6,27,0.0,1,0
6,-13,31,1028,10,6,42,0.0,6,0
8,-11,35,1027,7,6,24,0.0,1,1
8,-8,35,1024,9,6,37,0.0,2,0
12,-2,42,1021,10,5,34,0.0,1,0
10,-2,46,1021,10,6,40,0.0,1,0
10,-1,52,1021,23,5,24,0.0,2,0
11,1,51,1022,10,5,24,0.0,1,1
11,1,51,1021,10,6,26,0.0,2,0
8,4,71,1024,10,6,42,0.0,3,1
9,4,71,1028,9,6,39,0.0,2,0
10,6,72,1026,10,10,45,0.0,3,0
8,-2,50,1027,10,10,24,0.0,2,0
7,-7,41,1025,10,10,23,0.0,3,1
6,-8,39,1027,10,8,40,0.0,1,0
7,-4,41,1028,10,13,53,0.0,3,0
11,-4,40,1028,10,11,45,0.0,4,0
9,-4,40,1031,10,6,52,0.0,1,1
11,-3,40,1025,9,6,50,0.0,7,0
12,-3,39,1024,30,6,35,0.0,2,0
13,-3,38,1024,10,6,42,0.0,6,0
14,-4,34,1025,10,6,26,0.0,3,0
15,-4,30,1025,10,6,26,0.0,6,0
12,-1,41,1023,10,8,55,0.0,1,0
9,3,61,1023,10,13,69,0.0,2,1
9,-3,45,1024,10,16,71,0.0,1,0
7,-5,43,1028,10,13,45,0.0,2,0
6,-4,46,1026,10,14,40,0.0,1,1
4,2,87,1020,9,18,47,0.0,5,1
8,3,73,1023,8,3,42,0.0,2,1
10,2,60,1021,9,6,42,0.0,2,1
12,2,53,1021,10,6,40,0.0,1,0
12,1,50,1023,10,6,27,0.0,6,0
12,-2,43,1024,10,8,32,0.0,2,1
11,-1,45,1025,10,6,26,0.0,1,1
12,-1,43,1024,10,6,64,0.0,1,0
12,-3,38,1021,10,6,63,0.0,1,0
13,-3,34,1017,30,6,29,0.0,1,0
13,-1,40,1011,10,6,34,0.0,5,1
14,3,46,1008,10,5,45,0.0,1,0
14,6,62,1007,10,8,55,0.0,2,0
13,8,80,1005,10,6,32,0.0,5,0
10,9,94,1006,8,5,47,0.0,6,0
11,7,86,1006,9,11,47,0.0,6,0
7,3,76,1008,10,13,60,0.0,4,0
7,3,73,1012,10,14,50,0.0,3,0
10,3,65,1017,10,6,27,0.0,1,0
12,3,55,1013,31,6,47,0.0,3,1
14,6,56,1006,12,16,74,0.51,2,1
12,2,50,1010,12,19,42,0.0,3,1
12,6,65,1005,11,8,27,0.0,3,0
10,0,51,1008,12,13,53,0.0,3,0
11,3,67,1005,11,26,63,0.51,3,1
8,0,57,1010,12,18,42,0.0,1,0
9,-4,43,1019,12,31,66,0.0,1,0
10,-2,41,1017,14,11,35,0.0,1,1
11,2,54,1009,11,24,52,0.0,3,0
12,4,62,1004,12,26,64,0.0,4,0
14,4,54,1009,11,24,60,0.0,3,1
13,6,58,1014,12,16,42,0.25,2,0
13,3,48,1015,13,18,60,0.0,1,1
12,3,52,1014,12,13,58,0.0,3,0
12,-1,39,1014,13,26,66,0.0,1,0
13,3,50,1008,13,16,53,0.0,2,1
13,8,75,1008,9,19,37,0.25,5,0
14,9,78,1010,11,10,71,4.06,5,0
10,7,81,1007,11,13,60,3.05,5,0
9,5,81,1010,11,14,61,3.05,5,1
10,4,76,1012,10,11,45,1.02,3,0
9,4,72,1015,11,8,47,0.0,3,0
11,4,63,1015,12,6,63,0.0,2,0
12,7,73,1013,11,8,50,2.03,3,0
12,9,84,1010,10,14,60,4.06,4,1
12,8,79,1010,11,14,53,0.0,4,0
13,8,74,1014,11,6,50,0.0,4,1
13,8,67,1019,12,8,61,0.0,3,0
18,11,65,1019,11,13,53,0.0,4,1
18,9,58,1019,31,8,42,0.0,2,0
21,9,49,1021,31,8,39,0.0,5,0
23,10,44,1025,24,6,35,0.0,6,0
24,11,48,1025,17,6,48,0.0,1,0
23,9,43,1021,23,10,47,0.0,4,0
22,7,38,1016,30,13,48,0.0,1,0
21,4,34,1017,29,13,45,0.0,3,1
20,3,35,1019,31,8,55,0.0,1,0
22,9,45,1014,27,8,48,0.0,8,0
21,3,32,1007,27,14,53,0.0,8,1
18,8,57,1007,11,19,50,0.0,3,0
13,4,59,1009,11,13,37,0.25,4,1
12,2,51,1015,12,11,50,0.0,2,0
16,4,46,1021,13,6,52,0.0,1,0
19,6,44,1022,31,8,27,0.0,1,0
22,3,30,1019,29,6,40,0.0,4,0
23,5,33,1014,16,10,53,0.0,1,1
20,0,28,1016,29,16,61,0.0,1,0
19,1,31,1017,31,6,32,0.0,2,0
22,1,23,1015,12,8,27,0.0,1,0
22,4,32,1015,29,10,52,0.0,1,0
23,2,28,1018,16,6,29,0.0,1,0
24,3,26,1019,17,8,45,0.0,1,1
25,3,24,1016,22,8,40,0.0,1,0
23,8,36,1014,14,11,58,0.0,1,1
23,9,40,1015,12,14,42,0.0,2,0
21,6,34,1017,28,6,29,0.0,1,1
24,7,33,1016,29,10,48,0.0,2,0
24,9,37,1013,15,13,55,0.0,1,0
23,10,40,1009,15,19,60,0.0,1,0
19,4,35,1014,15,11,35,0.0,1,1
19,3,33,1018,28,10,61,0.0,3,0
23,10,41,1016,13,18,52,0.0,2,1
22,5,33,1012,15,24,60,0.0,5,0
18,3,35,1016,13,19,34,0.0,2,1
19,2,34,1017,24,8,29,0.0,1,0
22,3,28,1015,31,10,58,0.0,4,0
23,6,31,1018,31,16,61,0.0,5,0
23,4,28,1020,29,13,52,0.0,3,0
24,6,30,1017,24,10,53,0.0,1,0
23,7,32,1015,15,8,35,0.0,2,1
22,14,63,1014,11,11,24,0.0,2,0
22,8,51,1015,15,8,50,0.0,3,0
24,7,31,1016,13,14,47,0.0,1,0
23,3,25,1019,28,10,42,0.0,3,0
26,3,25,1021,31,8,47,0.0,5,1
27,3,21,1021,31,5,29,0.0,5,0
30,6,22,1020,29,10,34,0.0,6,0
31,6,21,1020,15,10,48,0.0,1,0
31,5,20,1017,13,8,53,0.0,1,1
29,5,20,1013,11,16,66,0.0,4,1
26,5,25,1013,9,18,61,0.0,3,1
22,3,28,1014,31,14,66,0.0,5,1
21,3,31,1018,13,14,60,0.0,1,0
21,1,29,1019,31,8,39,0.0,1,1
24,1,22,1017,31,8,40,0.0,4,1
24,5,25,1012,14,11,60,0.0,1,0
22,4,30,1011,14,11,48,0.0,1,0
22,4,29,1013,30,8,42,0.0,5,0
23,5,28,1012,31,13,64,0.0,1,1
23,4,30,1014,31,10,48,0.0,5,0
23,1,20,1014,31,13,52,0.0,6,0
22,-1,19,1015,31,13,63,0.0,2,0
22,1,22,1017,15,13,47,0.0,1,1
23,3,28,1020,31,10,48,0.0,3,0
25,1,20,1016,30,13,55,0.0,6,0
25,6,31,1015,14,11,40,0.0,1,1
23,3,28,1020,16,8,32,0.0,1,1
26,7,32,1025,16,13,47,0.0,5,0
28,3,20,1026,31,10,55,0.0,4,0
28,3,19,1022,17,8,37,0.0,1,0
28,1,16,1015,14,8,35,0.0,1,1
26,2,18,1013,30,10,48,0.0,1,1
27,8,29,1017,16,11,35,0.0,1,0
27,4,26,1019,31,13,24,0.0,3,0
26,1,19,1015,31,10,45,0.0,1,0
27,11,37,1013,16,10,37,0.0,1,0
28,9,32,1014,14,11,48,1.02,1,0
27,13,50,1014,11,11,66,5.08,2,1
24,14,55,1014,12,13,37,0.51,2,1
23,12,48,1014,13,8,42,0.0,1,0
25,8,37,1016,15,8,52,0.0,1,0
26,6,30,1018,31,8,40,0.0,6,1
27,2,21,1017,31,13,58,0.0,4,1
24,-2,18,1015,31,14,74,0.0,3,0
25,2,22,1015,31,8,60,0.0,5,1
27,4,23,1016,27,8,48,0.0,4,0
25,4,23,1013,31,10,52,0.0,1,0
23,6,31,1010,13,11,48,0.0,2,1
22,7,44,1017,16,6,29,0.0,1,0
25,9,35,1020,14,10,55,0.0,1,0
27,10,34,1020,31,10,39,0.0,3,0
29,8,26,1020,17,8,37,0.0,1,1
30,5,20,1021,12,10,39,0.0,1,1
29,1,19,1018,22,13,63,0.0,5,1
26,2,20,1015,31,13,47,0.0,3,0
24,3,23,1013,31,6,53,0.0,8,0
24,5,26,1012,31,13,52,0.0,4,0
23,11,43,1015,13,18,58,0.0,5,0
24,12,46,1018,13,10,50,0.0,2,0
28,9,33,1016,29,6,37,0.0,6,0
29,7,26,1017,18,6,50,0.0,1,1
31,9,25,1020,23,10,45,0.0,1,0
29,8,26,1021,17,8,39,0.0,2,1
29,6,22,1020,14,8,52,0.0,1,1
28,5,22,1016,13,8,47,0.0,1,0
26,4,22,1013,24,11,55,0.0,4,0
23,4,27,1013,31,13,53,0.0,4,0
25,7,31,1016,13,10,45,0.0,2,1
23,3,28,1019,31,8,42,0.0,1,0
24,3,26,1018,30,8,42,0.0,1,0
23,1,21,1019,31,10,42,0.0,4,0
24,7,29,1018,15,10,66,0.0,1,0
26,4,25,1020,18,10,53,0.0,1,0
20,2,34,1025,31,19,47,0.0,3,1
18,1,31,1023,31,11,34,0.0,3,0
19,-1,25,1022,31,13,37,0.0,3,0
21,4,34,1021,25,16,52,0.0,1,1
22,7,39,1019,31,14,48,0.0,1,1
22,7,38,1017,15,10,34,0.0,1,0
23,7,35,1020,15,5,27,0.0,1,1
24,7,32,1022,13,6,39,0.0,1,0
25,8,35,1020,12,8,47,0.51,2,1
22,10,47,1018,13,6,40,0.0,2,1
22,7,36,1017,13,8,40,0.0,1,0
22,6,36,1019,30,5,35,0.0,6,0
23,6,32,1019,27,6,37,0.0,7,0
20,7,41,1019,31,14,45,0.0,5,0
21,1,33,1018,31,10,24,0.0,2,1
23,-1,20,1016,31,6,39,0.0,4,1
22,-1,21,1015,31,8,45,0.0,3,0
23,3,24,1015,31,8,50,0.0,5,1
22,6,33,1015,29,8,52,0.0,2,1
24,10,44,1015,14,10,48,0.0,1,0
23,12,47,1017,12,10,37,0.0,3,0
23,13,52,1016,12,10,45,0.0,1,0
23,10,43,1015,12,6,34,0.0,2,1
22,10,54,1013,13,11,66,0.0,3,0
18,9,57,1016,12,26,58,0.0,2,1
16,8,58,1010,12,23,64,0.0,3,0
16,7,62,1007,11,19,40,0.51,4,0
13,7,61,1014,13,5,53,0.76,5,0
14,15,96,1013,8,10,39,32.0,6,0
16,12,77,1013,11,13,35,3.05,4,0
14,7,62,1020,13,6,37,0.0,2,0
15,8,66,1021,28,5,26,0.0,6,1
16,9,64,1022,27,5,40,0.0,4,0
17,9,62,1020,29,5,35,0.0,5,1
17,8,58,1018,31,5,26,0.0,2,1
18,7,53,1019,31,6,32,0.0,2,1
17,9,59,1021,16,6,42,0.0,1,0
20,12,60,1023,21,3,27,0.0,1,0
21,12,58,1021,26,5,47,0.0,2,0
20,12,59,1019,17,5,37,0.0,1,1
20,14,65,1016,14,8,42,0.0,2,0
20,13,61,1013,12,16,58,0.0,3,1
17,13,77,1015,11,10,48,4.06,4,0
16,8,61,1015,12,8,39,0.0,1,1
13,7,63,1010,11,11,52,0.0,2,0
11,3,55,1013,31,13,29,0.0,1,0
12,4,63,1016,31,6,42,0.0,3,1
14,5,58,1011,31,8,60,0.0,1,0
17,8,54,1004,13,11,42,1.02,1,0
12,10,82,1009,11,10,39,1.02,4,0
14,11,82,1012,10,5,58,1.02,4,0
11,10,84,1012,11,5,27,2.03,4,0
13,9,82,1019,5,3,58,0.0,2,1
16,10,75,1020,23,5,52,0.0,1,1
14,12,86,1015,11,6,39,0.51,3,0
14,13,88,1009,10,10,42,2.03,5,0
14,11,82,1003,12,11,48,0.0,4,0
13,8,73,1006,11,11,63,0.0,4,0
8,-1,56,1017,15,16,63,0.0,1,0
6,1,68,1015,31,5,35,0.0,3,1
7,5,88,1003,10,8,23,12.95,5,0
8,6,81,1001,11,10,50,0.0,4,0
9,7,75,1005,11,19,60,0.0,3,1
12,9,77,1013,12,21,53,0.25,3,1
11,11,95,1011,8,5,48,6.1,6,0
12,12,93,1007,7,5,39,7.87,6,0
8,2,64,1016,13,11,32,0.0,2,1
9,3,69,1022,16,8,37,0.0,1,1
7,2,74,1025,11,13,53,2.03,5,0
10,11,98,1020,10,6,34,7.11,5,0
13,12,93,1015,10,5,48,0.51,5,0
11,8,85,1011,11,14,61,0.25,5,0
8,2,63,1011,12,18,50,0.0,2,0
8,1,61,1022,31,10,32,0.0,3,1
9,1,60,1021,31,11,27,0.0,3,0
13,9,73,1018,12,8,48,0.0,4,1
12,10,84,1019,11,5,42,0.0,4,0
13,11,85,1016,10,3,35,0.0,4,0
11,11,92,1009,10,5,58,0.25,5,0
11,8,82,1011,10,6,37,0.0,4,1
9,6,81,1017,14,6,47,0.0,1,0
8,7,95,1019,6,5,48,0.0,5,1
10,7,83,1019,7,3,42,0.0,4,0
9,4,76,1022,12,10,32,0.0,3,0
9,7,84,1021,10,5,45,0.0,3,0
10,8,86,1019,8,3,24,0.0,3,1
12,9,85,1019,9,3,55,0.0,3,0
10,7,78,1013,10,6,32,0.25,4,0
4,0,68,1009,12,6,35,0.0,2,0
3,-1,74,1008,13,8,45,0.0,2,1
6,-2,57,1012,12,11,52,0.0,3,0
6,-1,64,1006,12,6,39,0.0,5,1
3,-4,57,1011,16,10,52,0.0,3,0
2,-3,67,1023,31,3,60,0.0,5,0
4,-2,74,1028,21,3,47,0.0,5,0
7,1,68,1023,12,11,55,0.0,1,1
6,-1,57,1020,14,18,26,0.0,1,0
3,0,81,1021,22,5,42,0.0,3,1
5,4,92,1017,8,5,29,0.51,5,0
6,1,71,1022,6,10,45,0.0,6,1
4,-2,77,1026,28,5,35,0.0,2,0
2,-2,86,1022,10,5,37,0.0,8,0
3,-2,79,1020,9,6,27,0.0,3,1
3,-1,83,1016,12,5,53,0.0,2,0
3,2,88,1014,8,6,39,0.25,4,0
10,8,87,1011,9,19,61,0.76,6,1
12,9,84,1016,11,24,52,0.76,4,0
11,9,86,1022,11,21,58,0.0,4,0
9,5,65,1022,13,18,37,0.0,2,0
4,5,96,1024,4,5,45,0.0,6,1
9,8,96,1022,5,5,48,0.51,6,1
10,8,84,1019,11,11,42,0.0,4,1
12,9,81,1021,12,23,63,0.0,3,0
9,9,95,1026,8,6,52,0.0,5,1
9,8,87,1024,9,6,87,0.0,6,1
8,4,83,1019,8,5,58,0.0,1,0
7,5,85,1014,11,8,60,0.0,4,0
6,3,78,1025,18,5,50,0.0,4,1
2,1,97,1032,7,5,50,0.0,3,1
6,2,89,1032,7,5,35,0.0,1,1
1,1,99,1027,4,5,24,0.0,4,1
2,2,98,1032,3,3,39,0.0,6,1
2,2,98,1027,3,5,24,2.03,6,1
6,4,93,1021,7,5,23,1.02,4,0
6,2,81,1026,6,10,35,0.0,4,1
7,-1,66,1034,31,5,48,0.0,4,1
4,-2,70,1038,31,5,72,0.0,4,0
4,-1,81,1034,15,5,45,0.0,3,0
3,0,85,1030,6,5,27,0.0,1,1
1,1,99,1029,2,5,35,0.0,6,1
1,1,97,1030,5,5,47,0.0,6,0
2,1,89,1027,6,5,48,0.0,6,0
8,5,96,1025,4,3,29,0.0,4,1
6,6,91,1024,6,5,40,0.0,6,1
8,5,84,1018,9,11,50,2.03,4,1
6,0,68,1014,11,21,45,2.03,3,0
5,-1,63,1021,12,13,26,0.0,2,1
7,0,60,1019,20,19,55,0.0,1,1
8,4,76,1014,11,23,64,0.51,4,0
9,4,67,1014,12,19,42,0.0,2,0
11,9,86,1008,11,24,61,0.0,5,0
8,7,84,986,11,26,85,5.08,5,0
6,1,69,1001,11,19,53,0.25,3,0
6,-1,62,1008,12,18,47,0.25,2,0
2,1,83,1008,10,16,53,3.05,5,1
3,-1,66,1013,12,19,63,0.0,2,0
8,2,64,1012,11,23,53,0.0,2,0
6,2,79,1016,12,5,32,0.0,3,1
10,1,63,1018,10,10,42,0.0,2,1
6,3,81,1019,11,6,60,0.25,5,0
7,0,66,1026,19,13,39,0.0,1,0
5,1,83,1030,18,5,37,0.0,6,1
7,3,83,1030,16,5,24,0.0,2,0
8,4,84,1032,6,5,47,0.0,8,0
7,5,88,1024,5,8,53,0.51,4,1
7,1,62,1017,12,29,61,0.51,3,0
6,-3,52,1027,13,24,58,0.0,1,0
7,0,66,1030,13,5,23,0.0,1,1
8,2,72,1025,16,8,34,0.0,1,0
8,-2,52,1018,12,26,64,0.0,2,0
6,-4,48,1023,12,14,40,0.0,3,0
4,-3,58,1019,12,10,63,0.0,4,1
6,-3,55,1023,12,11,27,0.0,3,0
4,0,76,1016,12,13,74,0.0,5,0
6,-3,56,1010,11,26,47,0.0,2,1
4,-3,56,1015,14,14,42,0.0,1,1
8,2,67,1021,11,5,45,0.0,3,0
8,3,73,1023,23,5,37,0.0,2,0
8,2,71,1021,19,5,45,0.0,1,1
7,3,77,1019,15,5,27,0.0,8,1
6,4,86,1014,8,6,48,0.25,5,0
9,6,82,1012,8,6,32,0.25,5,0
8,7,86,1011,10,10,45,0.76,5,0
10,7,80,1013,9,6,39,0.0,4,0
8,6,81,1011,11,14,50,1.02,5,0
9,6,82,1003,10,14,50,2.03,5,0
3,-3,61,1008,13,24,58,0.0,2,0
3,-4,62,1018,13,8,47,0.0,2,0
4,-6,52,1020,12,16,53,0.0,2,0
3,-4,56,1020,12,10,45,0.0,3,0
3,-2,66,1017,11,6,52,0.0,5,1
3,-1,71,1012,11,16,52,0.76,5,1
8,-1,55,1013,12,13,27,0.0,3,1
6,-1,64,1017,12,3,23,0.0,3,0
8,2,64,1014,12,8,27,0.0,2,0
9,4,73,1003,11,10,61,7.11,6,0
11,9,94,996,10,8,50,7.87,5,0
11,9,87,998,9,8,53,0.51,5,1
13,11,90,1002,9,19,87,8.89,5,1
10,8,90,1008,10,14,47,7.87,5,0
11,6,79,1007,10,13,71,4.06,4,0
9,5,77,1006,11,18,60,0.0,3,0
9,4,73,1006,11,26,64,0.0,2,0
8,2,66,1004,12,14,53,0.0,2,0
4,-4,51,1006,12,24,63,0.0,2,0
4,-4,50,1016,12,14,45,0.0,2,1
6,-3,53,1017,15,6,39,0.0,1,0
8,2,66,1011,11,10,48,0.51,5,0
