LotArea,BldgArea,ResArea,NumBldgs,NumFloors,LotDepth,BldgDepth,BuiltFAR,ResidFAR,FacilFAR
4000.0,19051.0,18112.0,1.0,6.0,100.0,90.0,4.76,2.43,4.8
4000.0,16466.0,15624.0,1.0,6.0,100.0,87.0,4.12,2.43,4.8
4000.0,14939.0,14120.0,1.0,6.0,100.0,87.0,3.73,2.43,4.8
2500.0,9700.0,9000.0,1.0,5.0,100.0,87.0,3.88,2.43,4.8
2500.0,9700.0,7760.0,1.0,5.0,100.0,87.0,3.88,2.43,4.8
2500.0,9700.0,7760.0,1.0,5.0,100.0,87.0,3.88,2.43,4.8
2467.0,9800.0,7840.0,1.0,5.0,100.0,87.0,3.97,2.43,4.8
6520.0,25460.0,22460.0,1.0,5.0,100.0,85.0,3.9,2.43,4.8
3700.0,19126.0,16126.0,1.0,6.0,100.0,90.0,5.17,2.43,4.8
3900.0,15666.0,13666.0,1.0,6.0,100.0,87.0,4.02,2.43,4.8
3900.0,15666.0,14566.0,1.0,6.0,100.0,87.0,4.02,2.43,4.8
5000.0,22576.0,20976.0,1.0,6.0,100.0,87.0,4.52,2.43,4.8
5000.0,20976.0,19576.0,1.0,6.0,100.0,87.0,4.2,2.43,4.8
5000.0,20976.0,19576.0,1.0,6.0,100.0,87.0,4.2,2.43,4.8
5000.0,20976.0,19576.0,1.0,6.0,100.0,87.0,4.2,2.43,4.8
2500.0,9010.0,7810.0,1.0,5.0,100.0,80.0,3.6,2.43,4.8
2500.0,9010.0,8210.0,1.0,5.0,100.0,80.0,3.6,2.43,4.8
2542.0,9250.0,8050.0,1.0,5.0,100.0,80.0,3.64,2.43,4.8
3030.0,10430.0,8430.0,1.0,5.0,100.0,82.0,3.44,2.43,4.8
2751.0,10368.0,7968.0,1.0,5.0,100.33,96.0,3.77,2.43,4.8
2540.0,10000.0,8000.0,1.0,5.0,100.0,80.0,3.94,2.43,4.8
2500.0,12540.0,11740.0,1.0,5.0,100.0,80.0,5.02,2.43,4.8
2500.0,12539.0,12000.0,1.0,5.0,100.0,80.0,5.02,2.43,4.8
2500.0,11380.0,8680.0,1.0,5.0,100.0,95.0,4.55,2.43,4.8
3000.0,11200.0,8200.0,1.0,5.0,100.33,95.0,3.73,2.43,4.8
2508.0,10125.0,8100.0,1.0,5.0,100.0,81.0,4.04,2.43,4.8
4100.0,23329.0,18329.0,1.0,6.0,100.33,90.0,5.69,2.43,4.8
3750.0,15408.0,15408.0,1.0,6.0,100.0,88.0,4.11,2.43,4.8
3742.0,15408.0,15408.0,1.0,6.0,100.0,88.0,4.12,2.43,4.8
2975.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.5,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
2500.0,11405.0,10605.0,1.0,5.0,100.0,95.0,4.56,2.43,4.8
2550.0,11568.0,9518.0,1.0,5.0,102.0,82.0,4.54,2.43,4.8
2550.0,9625.0,8825.0,1.0,5.0,102.58,82.0,3.77,2.43,4.8
2000.0,4836.0,3627.0,1.0,4.0,100.0,73.0,2.42,2.43,4.8
2000.0,4836.0,3627.0,1.0,4.0,100.0,73.0,2.42,2.43,4.8
2500.0,9190.0,8390.0,1.0,5.0,100.0,81.0,3.68,2.43,4.8
2500.0,9190.0,8390.0,1.0,5.0,100.0,81.0,3.68,2.43,4.8
2500.0,9190.0,8390.0,1.0,5.0,100.0,81.0,3.68,2.43,4.8
2500.0,10125.0,9325.0,1.0,5.0,100.0,81.0,4.05,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
1850.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.8,2.43,4.8
2975.0,1480.0,1480.0,1.0,2.0,100.0,40.0,0.5,2.43,4.8
1407.0,3300.0,3300.0,1.0,3.0,25.11,20.0,2.35,2.43,4.8
3819.0,13935.0,13935.0,1.0,5.0,100.0,92.0,3.65,2.43,4.8
3953.0,15570.0,15570.0,1.0,5.0,107.08,92.0,3.94,2.43,4.8
4800.0,25000.0,25000.0,1.0,6.0,100.0,87.0,5.21,2.43,4.8
2775.0,12415.0,11615.0,1.0,5.0,100.0,95.0,4.47,2.43,4.8
5400.0,20280.0,20280.0,1.0,5.0,100.0,85.0,3.76,2.43,4.8
3075.0,12260.0,12260.0,1.0,5.0,100.0,82.0,3.99,2.43,4.8
2475.0,10695.0,9895.0,1.0,5.0,99.42,87.0,4.32,2.43,4.8
2500.0,10695.0,9895.0,1.0,5.0,99.42,87.0,4.28,2.43,4.8
4150.0,14435.0,14435.0,1.0,5.0,100.0,88.0,3.48,2.43,4.8
4150.0,14435.0,14435.0,1.0,5.0,100.0,88.0,3.48,2.43,4.8
1068.0,2562.0,2562.0,1.0,3.0,25.0,20.0,2.4,2.43,4.8
2250.0,3510.0,3510.0,1.0,3.0,100.0,52.0,1.56,2.43,4.8
2250.0,3510.0,3510.0,1.0,3.0,100.0,52.0,1.56,2.43,4.8
3025.0,1955.0,1955.0,1.0,2.0,99.6,48.85,0.65,2.43,4.8
1995.0,1955.0,1955.0,1.0,2.0,99.6,48.85,0.98,2.43,4.8
2500.0,6488.0,5688.0,1.0,4.0,100.0,70.0,2.6,2.43,4.8
2542.0,6628.0,5250.0,1.0,4.0,100.0,70.0,2.61,2.43,4.8
2400.0,5928.0,5928.0,1.0,4.0,100.0,63.0,2.47,2.43,4.8
2550.0,6628.0,6000.0,1.0,4.0,100.0,70.0,2.6,2.43,4.8
2500.0,7128.0,6628.0,1.0,4.0,100.0,70.0,2.85,2.43,4.8
2500.0,7394.0,4983.0,1.0,4.0,100.0,100.0,2.96,2.43,4.8
2500.0,2040.0,2040.0,1.0,3.0,100.0,39.0,0.82,2.43,4.8
2500.0,8615.0,8615.0,1.0,5.0,100.0,70.0,3.45,2.43,4.8
5000.0,17680.0,17680.0,1.0,5.0,100.0,88.0,3.54,2.43,4.8
5000.0,17680.0,17680.0,1.0,5.0,100.0,87.0,3.54,2.43,4.8
5000.0,16250.0,16250.0,1.0,4.0,100.0,85.0,3.25,2.43,4.8
2500.0,9265.0,9265.0,1.0,5.0,100.0,82.0,3.71,2.43,4.8
3360.0,12845.0,11845.0,1.0,5.0,123.42,97.0,3.82,4.2,4.2
63284.0,209819.0,209819.0,2.0,17.0,317.08,50.0,3.32,3.44,6.5
135716.0,250000.0,250000.0,13.0,20.0,524.33,60.0,1.84,2.43,4.8
22448.0,51620.0,51620.0,1.0,4.0,99.58,42.0,2.3,3.44,6.5
67300.0,194388.0,189888.0,2.0,6.0,524.42,50.0,2.89,3.44,6.5
11125.0,32470.0,32470.0,2.0,6.0,111.5,62.0,2.92,3.44,6.5
3792.0,14856.0,14856.0,1.0,6.0,99.78,86.0,3.92,3.44,6.5
60450.0,213500.0,213500.0,4.0,6.0,200.58,95.0,3.53,2.43,4.8
42368.0,111168.0,92168.0,1.0,12.0,275.0,200.0,2.62,2.43,4.8
33480.0,148500.0,130125.0,3.0,6.0,200.0,60.0,4.44,2.43,4.8
2998.0,2340.0,2340.0,1.0,3.0,99.93,39.0,0.78,2.43,4.8
1999.0,2340.0,2340.0,1.0,3.0,99.93,39.0,1.17,2.43,4.8
1999.0,2340.0,2340.0,1.0,3.0,99.93,39.0,1.17,2.43,4.8
1999.0,2340.0,2340.0,1.0,3.0,99.93,39.0,1.17,2.43,4.8
1999.0,2340.0,2340.0,1.0,3.0,99.93,39.0,1.17,2.43,4.8
1999.0,2340.0,2340.0,1.0,3.0,99.93,39.0,1.17,2.43,4.8
1999.0,2340.0,2340.0,1.0,3.0,99.93,39.0,1.17,2.43,4.8
2498.0,2340.0,2340.0,1.0,3.0,99.93,39.0,0.94,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,2.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
5000.0,2100.0,1700.0,2.0,2.0,100.0,35.0,0.42,2.43,4.8
39700.0,53500.0,43500.0,2.0,5.0,199.5,50.0,1.35,2.43,4.8
2993.0,2340.0,2340.0,1.0,3.0,99.78,39.0,0.78,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
1996.0,2340.0,2340.0,1.0,3.0,99.78,39.0,1.17,2.43,4.8
3248.0,2340.0,2340.0,2.0,3.0,99.94,39.0,0.72,2.43,4.8
2352.0,8960.0,8160.0,1.0,5.0,98.0,78.0,3.81,2.43,4.8
2450.0,8950.0,8150.0,1.0,5.0,98.0,78.0,3.65,2.43,4.8
1600.0,2160.0,2160.0,1.0,3.0,99.93,45.0,1.35,2.43,4.8
1600.0,1440.0,1440.0,1.0,2.0,99.93,45.0,0.9,2.43,4.8
1600.0,1440.0,1440.0,1.0,2.0,99.93,45.0,0.9,2.43,4.8
1600.0,1440.0,1440.0,1.0,2.0,99.93,45.0,0.9,2.43,4.8
1600.0,1440.0,1440.0,1.0,2.0,99.93,45.0,0.9,2.43,4.8
2469.0,8535.0,8535.0,1.0,5.0,99.75,78.0,3.46,2.43,4.8
2469.0,8535.0,8535.0,1.0,5.0,99.75,78.0,3.46,2.43,4.8
2494.0,6852.0,6852.0,1.0,4.0,99.75,76.0,2.75,2.43,4.8
3273.0,2280.0,2280.0,1.0,2.0,99.93,38.0,0.7,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.93,38.0,1.14,2.43,4.8
3202.0,2280.0,2280.0,1.0,2.0,99.93,38.0,0.71,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.93,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.93,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.93,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.93,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.93,38.0,1.14,2.43,4.8
3307.0,2280.0,2280.0,1.0,2.0,99.93,38.0,0.69,2.43,4.8
2891.0,2280.0,2280.0,1.0,2.0,99.94,38.0,0.79,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
2981.0,2280.0,2280.0,1.0,2.0,99.94,38.0,0.76,2.43,4.8
3248.0,2280.0,2280.0,1.0,2.0,99.94,38.0,0.7,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
1999.0,3060.0,2280.0,1.0,2.0,99.94,38.0,1.53,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
1999.0,2280.0,2280.0,1.0,2.0,99.94,38.0,1.14,2.43,4.8
5000.0,23162.0,20962.0,1.0,6.0,100.0,90.0,4.63,2.43,4.8
2117.0,8350.0,7650.0,1.0,5.0,84.67,72.0,3.94,2.43,4.8
2500.0,9500.0,8700.0,1.0,5.0,100.0,88.0,3.8,2.43,4.8
3059.0,10396.0,9521.0,1.0,5.0,84.0,73.0,3.4,2.43,4.8
3130.0,11345.0,11345.0,1.0,5.0,84.58,72.67,3.62,2.43,4.8
3130.0,11345.0,11345.0,1.0,5.0,84.58,72.67,3.62,2.43,4.8
3208.0,11345.0,11345.0,1.0,5.0,84.77,73.0,3.54,2.43,4.8
1908.0,2033.0,2033.0,1.0,3.0,83.23,45.5,1.07,2.43,4.8
1858.0,2970.0,2970.0,1.0,3.0,83.23,45.5,1.6,2.43,4.8
1858.0,2970.0,2970.0,1.0,3.0,83.23,45.5,1.6,2.43,4.8
1858.0,2970.0,2970.0,1.0,3.0,83.23,45.5,1.6,2.43,4.8
1887.0,2970.0,2970.0,1.0,3.0,99.88,45.5,1.57,2.43,4.8
2230.0,2970.0,2970.0,1.0,3.0,99.88,45.5,1.33,2.43,4.8
2118.0,2970.0,2970.0,1.0,3.0,99.88,45.5,1.4,2.43,4.8
1893.0,2970.0,2970.0,1.0,3.0,84.77,45.5,1.57,2.43,4.8
1893.0,2970.0,2970.0,1.0,3.0,84.77,45.5,1.57,2.43,4.8
1944.0,3050.0,3050.0,1.0,3.0,84.77,45.5,1.57,2.43,4.8
1854.0,3606.0,3606.0,1.0,3.0,84.77,55.0,1.94,2.43,4.8
1584.0,3606.0,3606.0,1.0,3.0,84.77,55.0,2.28,2.43,4.8
2278.0,3606.0,3606.0,1.0,3.0,99.88,55.0,1.58,2.43,4.8
2184.0,3606.0,3606.0,1.0,3.0,99.88,55.0,1.65,2.43,4.8
2000.0,7425.0,6925.0,1.0,5.0,80.0,63.0,3.71,3.0,3.0
4000.0,21350.0,21350.0,1.0,6.0,40.0,35.0,5.34,3.0,3.0
1667.0,2268.0,2268.0,1.0,3.0,100.0,45.0,1.36,3.0,3.0
1667.0,2196.0,2196.0,1.0,3.0,100.0,45.0,1.32,3.0,3.0
1667.0,2250.0,2250.0,1.0,3.0,100.0,45.0,1.35,3.0,3.0
1667.0,2880.0,2160.0,1.0,3.0,100.0,45.0,1.73,3.0,3.0
1667.0,2160.0,1440.0,1.0,2.0,100.0,45.0,1.3,3.0,3.0
1667.0,2160.0,1440.0,1.0,2.0,100.0,45.0,1.3,3.0,3.0
1667.0,2160.0,1440.0,1.0,2.0,100.0,45.0,1.3,3.0,3.0
1667.0,2160.0,1440.0,1.0,2.0,100.0,45.0,1.3,3.0,3.0
1667.0,2320.0,1520.0,1.0,2.0,100.0,45.0,1.39,3.0,3.0
1667.0,2320.0,1520.0,1.0,2.0,100.0,45.0,1.39,3.0,3.0
1717.0,2160.0,1440.0,1.0,2.0,100.0,40.0,1.26,3.0,3.0
1667.0,2320.0,1520.0,1.0,2.0,100.0,40.0,1.39,3.0,3.0
1667.0,2320.0,1520.0,1.0,2.0,100.0,40.0,1.39,3.0,3.0
1667.0,2160.0,1440.0,1.0,2.0,100.0,45.83,1.3,3.0,3.0
1667.0,2320.0,1520.0,1.0,2.0,100.0,40.0,1.39,3.0,3.0
1667.0,2208.0,1464.0,1.0,2.0,100.0,40.0,1.32,3.0,3.0
1833.0,2280.0,2280.0,1.0,3.0,100.0,45.0,1.24,3.0,3.0
1750.0,2808.0,1872.0,1.0,2.0,100.0,45.0,1.6,3.0,3.0
1767.0,2380.0,2380.0,1.0,3.0,100.0,45.0,1.35,3.0,3.0
1808.0,2430.0,2430.0,1.0,3.0,100.0,45.0,1.34,3.0,3.0
1808.0,2430.0,2430.0,1.0,3.0,100.0,45.0,1.34,3.0,3.0
1717.0,2319.0,2319.0,1.0,3.0,100.0,45.0,1.35,3.0,3.0
1700.0,2160.0,2160.0,1.0,3.0,100.0,45.0,1.27,3.0,3.0
1700.0,2380.0,2380.0,1.0,3.0,100.0,45.0,1.4,3.0,3.0
1667.0,1520.0,1520.0,1.0,2.0,100.0,45.0,0.91,3.0,3.0
1700.0,2397.0,2397.0,1.0,3.0,100.0,45.0,1.41,3.0,3.0
1700.0,1615.0,1615.0,1.0,2.0,100.0,45.0,0.95,3.0,3.0
1700.0,2380.0,2380.0,1.0,3.0,100.0,45.0,1.4,3.0,3.0
1700.0,2345.0,2345.0,1.0,3.0,100.0,45.0,1.38,3.0,3.0
1700.0,2295.0,2295.0,1.0,3.0,100.0,45.0,1.35,3.0,3.0
1733.0,2503.0,2503.0,1.0,3.0,100.0,45.0,1.44,3.0,3.0
1020.0,1680.0,1680.0,1.0,3.0,60.0,35.0,1.65,3.0,3.0
995.0,1680.0,1680.0,1.0,3.0,60.0,35.0,1.69,3.0,3.0
995.0,1680.0,1680.0,1.0,3.0,60.0,35.0,1.69,3.0,3.0
985.0,1776.0,1776.0,1.0,3.0,60.0,37.83,1.8,3.0,3.0
985.0,1725.0,1725.0,1.0,3.0,60.0,35.0,1.75,3.0,3.0
1694.0,3606.0,3256.0,1.0,4.0,92.0,92.0,2.13,2.43,4.8
3680.0,17701.0,16101.0,1.0,6.0,92.0,84.0,4.81,2.43,4.8
1422.0,1944.0,1296.0,2.0,2.0,79.0,36.0,1.37,2.43,4.8
2000.0,2256.0,1504.0,1.0,2.0,100.0,36.0,1.13,2.43,4.8
2000.0,2356.0,1554.0,1.0,2.0,100.0,36.0,1.18,2.43,4.8
1500.0,2025.0,2025.0,1.0,3.0,100.0,43.0,1.35,2.43,4.8
1500.0,2183.0,2183.0,1.0,3.0,100.0,43.0,1.46,2.43,4.8
1500.0,2059.0,2059.0,1.0,3.0,100.0,43.0,1.37,2.43,4.8
1500.0,1935.0,1935.0,1.0,3.0,100.0,43.0,1.29,2.43,4.8
1500.0,2059.0,2059.0,1.0,3.0,100.0,43.0,1.37,2.43,4.8
1500.0,2059.0,2059.0,1.0,3.0,100.0,43.0,1.37,2.43,4.8
1500.0,1935.0,1935.0,1.0,3.0,100.0,43.0,1.29,2.43,4.8
1500.0,2120.0,2120.0,1.0,3.0,100.0,43.0,1.41,2.43,4.8
1500.0,2920.0,2120.0,1.0,3.0,100.0,43.0,1.95,2.43,4.8
1500.0,2115.0,2115.0,1.0,3.0,100.0,43.0,1.41,2.43,4.8
1858.0,2538.0,2538.0,1.0,3.0,100.0,47.0,1.37,2.43,4.8
1858.0,2538.0,2538.0,1.0,3.0,100.0,47.0,1.37,2.43,4.8
1858.0,2538.0,2538.0,1.0,3.0,100.0,47.0,1.37,2.43,4.8
1875.0,3375.0,3375.0,1.0,3.0,100.0,60.0,1.8,2.43,4.8
2500.0,9205.0,9205.0,1.0,5.0,100.0,82.0,3.68,2.43,4.8
3000.0,10905.0,10905.0,1.0,5.0,100.0,86.0,3.64,2.43,4.8
2000.0,8200.0,8200.0,1.0,5.0,100.0,82.0,4.1,2.43,4.8
2000.0,2700.0,2700.0,1.0,3.0,100.0,45.0,1.35,2.43,4.8
2000.0,3162.0,1800.0,1.0,3.0,100.0,74.0,1.58,2.43,4.8
1667.0,3008.0,2256.0,1.0,3.0,100.0,47.0,1.8,2.43,4.8
1666.0,3008.0,2256.0,1.0,3.0,100.0,47.0,1.81,2.43,4.8
1667.0,2256.0,2256.0,1.0,3.0,100.0,47.33,1.35,2.43,4.8
2500.0,2310.0,1540.0,1.0,3.0,100.0,35.0,0.92,2.43,4.8
1858.0,2679.0,2679.0,1.0,3.0,100.0,47.0,1.44,2.43,4.8
1875.0,3375.0,3375.0,1.0,3.0,100.0,60.0,1.8,2.43,4.8
1875.0,3375.0,3375.0,1.0,3.0,100.0,60.0,1.8,2.43,4.8
1875.0,3375.0,3375.0,1.0,3.0,100.0,60.0,1.8,2.43,4.8
1875.0,8620.0,7920.0,1.0,5.0,75.0,71.0,4.6,2.43,4.8
1875.0,7465.0,6865.0,1.0,5.0,75.0,65.0,3.98,2.43,4.8
1875.0,7465.0,6865.0,1.0,5.0,75.0,65.0,3.98,2.43,4.8
1875.0,7465.0,6865.0,1.0,5.0,75.0,65.0,3.98,2.43,4.8
1520.0,5640.0,4496.0,1.0,5.0,80.0,60.0,3.71,2.43,4.8
32000.0,65955.0,61275.0,2.0,6.0,100.0,58.0,2.06,2.43,4.8
28850.0,131490.0,131490.0,4.0,6.0,100.0,47.0,4.56,2.43,4.8
5000.0,21875.0,21875.0,1.0,5.0,100.0,87.5,4.38,2.43,4.8
1050.0,3572.0,3572.0,1.0,2.0,50.0,42.0,3.4,2.43,4.8
20000.0,76000.0,76000.0,4.0,5.0,100.0,80.0,3.8,2.43,4.8
1667.0,3216.0,2328.0,1.0,3.0,100.0,45.0,1.93,2.43,4.8
1667.0,2160.0,2160.0,1.0,3.0,100.0,45.0,1.3,2.43,4.8
1667.0,3216.0,2328.0,1.0,3.0,100.0,45.0,1.93,2.43,4.8
1600.0,2560.0,2160.0,1.0,3.0,100.0,45.0,1.6,2.43,4.8
1667.0,2940.0,2200.0,1.0,3.0,100.0,45.83,1.76,2.43,4.8
1875.0,8486.0,7786.0,1.0,5.0,75.0,70.0,4.53,2.43,4.8
1875.0,7125.0,5700.0,1.0,5.0,75.0,57.0,3.8,2.43,4.8
1875.0,7125.0,5700.0,1.0,5.0,75.0,57.0,3.8,2.43,4.8
1875.0,7875.0,7375.0,1.0,5.0,75.0,57.0,4.2,2.43,4.8
3716.0,15406.0,13606.0,2.0,5.0,74.33,64.0,4.15,2.43,4.8
1856.0,7698.0,6798.0,1.0,5.0,74.25,64.0,4.15,2.43,4.8
1856.0,8328.0,6928.0,1.0,5.0,74.25,70.0,4.49,2.43,4.8
2500.0,9293.0,8493.0,1.0,5.0,100.0,82.0,3.72,2.43,4.8
2500.0,11616.0,10816.0,1.0,5.0,100.0,82.0,4.65,2.43,4.8
2500.0,9293.0,8493.0,1.0,5.0,100.0,82.0,3.72,2.43,4.8
2500.0,9293.0,8493.0,1.0,5.0,100.0,82.0,3.72,2.43,4.8
2500.0,9293.0,8493.0,1.0,5.0,100.0,82.0,3.72,2.43,4.8
30000.0,145936.0,135936.0,4.0,7.0,200.0,78.0,4.86,2.43,4.8
1667.0,3334.0,2000.0,1.0,3.0,100.0,80.0,2.0,2.43,4.8
1667.0,3336.0,2502.0,1.0,4.0,100.0,50.0,2.0,2.43,4.8
1667.0,2544.0,2544.0,1.0,3.0,100.0,50.0,1.53,2.43,4.8
1667.0,3538.0,2554.0,1.0,4.0,100.0,50.0,2.12,2.43,4.8
1667.0,2499.0,833.0,1.0,4.0,100.0,50.0,1.5,2.43,4.8
1667.0,3336.0,2502.0,1.0,3.0,100.0,50.0,2.0,2.43,4.8
1667.0,3200.0,2400.0,1.0,3.0,100.0,50.0,1.92,2.43,4.8
1600.0,3328.0,3328.0,1.0,3.0,100.0,50.0,2.08,2.43,4.8
1667.0,3336.0,1668.0,1.0,3.0,100.0,50.0,2.0,2.43,4.8
1600.0,2490.0,2490.0,1.0,3.0,100.0,50.0,1.56,2.43,4.8
1967.0,4980.0,4980.0,1.0,4.0,100.0,64.5,2.53,2.43,4.8
1967.0,4980.0,4980.0,1.0,4.0,100.0,64.5,2.53,2.43,4.8
1958.0,4956.0,4956.0,1.0,4.0,100.0,64.5,2.53,2.43,4.8
1967.0,4980.0,4980.0,1.0,4.0,100.0,64.5,2.53,2.43,4.8
1958.0,4980.0,4980.0,1.0,4.0,100.0,64.5,2.54,2.43,4.8
2763.0,11760.0,10885.0,1.0,5.0,85.0,75.0,4.26,2.43,4.8
17820.0,21318.0,21318.0,3.0,3.0,115.42,42.0,1.2,2.43,4.8
20400.0,37640.0,37640.0,1.0,4.0,100.0,70.0,1.85,2.43,4.8
22500.0,28980.0,28980.0,10.0,3.0,100.0,42.0,1.29,2.43,4.8
976.0,2160.0,1440.0,1.0,2.0,61.0,45.0,2.21,2.43,4.8
2500.0,3900.0,3900.0,1.0,3.0,100.0,52.0,1.56,2.43,4.8
4150.0,15398.0,15398.0,1.0,5.0,100.0,87.0,3.71,2.43,4.8
42500.0,50232.0,50232.0,18.0,3.0,200.0,42.0,1.18,2.43,4.8
5000.0,17530.0,17530.0,1.0,5.0,100.0,88.0,3.51,2.43,4.8
2500.0,9370.0,9370.0,1.0,5.0,100.0,83.0,3.75,2.43,4.8
2500.0,9370.0,9370.0,1.0,5.0,100.0,83.0,3.75,2.43,4.8
16178.0,67610.0,58980.0,6.0,5.0,94.83,94.0,4.18,2.43,4.8
2500.0,9370.0,8570.0,1.0,5.0,100.0,83.0,3.75,2.43,4.8
2500.0,9550.0,8750.0,1.0,5.0,100.0,83.0,3.82,2.43,4.8
2500.0,9105.0,8405.0,1.0,5.0,100.0,75.0,3.64,2.43,4.8
2500.0,4500.0,3000.0,1.0,3.0,100.0,60.0,1.8,2.43,4.8
3190.0,2080.0,2080.0,1.0,2.0,70.0,34.5,0.65,2.43,4.8
2950.0,2080.0,2080.0,1.0,2.0,70.0,34.5,0.71,2.43,4.8
2571.0,2080.0,2080.0,1.0,2.0,100.0,52.0,0.81,2.43,4.8
2000.0,2080.0,2080.0,1.0,2.0,100.0,52.0,1.04,2.43,4.8
2000.0,3120.0,3120.0,1.0,3.0,100.0,52.0,1.56,2.43,4.8
